query_id,query_hash,num_permanent_tables_accessed,read_table_ids,num_joins,mbytes_scanned,execution_duration_ms,rows_returned,status,error_msg,source_num_joins,source_mbytes_scanned
10a.sql,4bdddc09,7,"1,4,5,6,8,10,18",6,409.959,509.47,1,ok,,6,302.432
10b.sql,4abc2e7e,7,"1,7,8,15,17,18,21",6,268.799,60.08,1,ok,,6,302.432
10c.sql,db25801c,7,"1,4,5,8,9,16,18",6,336.092,1123.23,1,ok,,6,302.432
11a.sql,5e67b01e,8,"2,3,6,8,14,15,16,17",7,415.911,266.62,1,ok,,7,68.328
11b.sql,9d5129a3,8,"2,3,7,8,9,12,14,16",7,375.963,653.64,1,ok,,7,68.328
11c.sql,4b14d026,8,"3,7,8,9,11,15,16,19",7,81.367,38.75,1,ok,,7,68.328
11d.sql,f1d5102f,8,"3,7,8,12,14,15,17,21",7,68.328,21.39,1,ok,,7,68.328
12a.sql,a63e2a1f,8,"2,4,6,7,8,9,10,16",7,489.718,1.42,1,ok,,7,361.318
12b.sql,ac7b020f,8,"2,4,6,7,8,9,10,16",7,489.718,1.38,1,ok,,7,361.318
12c.sql,f662ba28,8,"1,2,4,5,6,8,9,16",7,706.898,4.38,1,ok,,7,361.318
13a.sql,7ce77644,9,"1,2,4,6,8,9,11,16,19",8,680.917,37323.14,,timeout,INTERRUPT Error: Interrupted!,8,361.318
13b.sql,afa540ae,9,"1,2,4,6,8,9,11,16,19",8,680.917,37415.25,,timeout,INTERRUPT Error: Interrupted!,8,361.318
13c.sql,9049d841,9,"2,6,7,8,9,11,16,19,21",8,438.481,1.58,1,ok,,8,361.318
13d.sql,af347e64,9,"2,4,6,8,9,10,13,16,20",8,469.385,1.64,1,ok,,8,361.318
14a.sql,1a8e1c72,8,"2,3,8,9,11,14,16,19",7,358.162,499.02,1,ok,,7,352.74
14b.sql,d1f87b22,8,"2,3,6,8,9,11,16,19",7,431.18,8.0,1,ok,,7,352.74
14c.sql,b3fc2041,8,"1,2,4,5,6,8,9,16",7,706.898,36441.53,,timeout,INTERRUPT Error: Interrupted!,7,352.74
15a.sql,290c2d02,9,"2,6,7,8,9,11,12,16,19",8,440.831,12.56,1,ok,,8,370.345
15b.sql,e2d7d302,9,"1,2,4,5,6,8,9,10,16",8,717.714,11.22,1,ok,,8,370.345
15c.sql,e10467b5,9,"2,3,4,6,8,9,10,14,16",8,483.49,196.84,1,ok,,8,370.345
15d.sql,a53b57d6,9,"2,4,6,7,8,9,10,16,21",8,489.718,8.29,1,ok,,8,370.345
16a.sql,b7b672e9,8,"1,3,4,8,10,13,14,20",7,319.65,1288.12,1,ok,,7,342.332
16b.sql,984b293a,8,"1,3,4,6,8,9,14,16",7,393.426,999.04,1,ok,,7,342.332
16c.sql,49d24a28,8,"1,2,4,6,8,9,10,16",7,686.311,33835.06,,timeout,INTERRUPT Error: Interrupted!,7,342.332
16d.sql,be83e7e0,8,"1,3,4,7,8,10,12,14",7,342.332,1712.74,1,ok,,7,342.332
17a.sql,e38ba1cd,7,"1,2,3,4,6,8,16",6,678.026,3295.14,1,ok,,6,331.516
17b.sql,1c6191c8,7,"1,4,6,7,8,9,16",6,399.653,390.64,1,ok,,6,331.516
17c.sql,95662dd5,7,"1,3,4,7,8,10,14",6,339.983,3697.53,1,ok,,6,331.516
17d.sql,ed63296e,7,"1,4,6,8,9,10,16",6,389.597,4892.06,1,ok,,6,331.516
17e.sql,2e5fd725,7,"1,4,6,7,8,9,16",6,399.653,1655.29,1,ok,,6,331.516
17f.sql,04ab9a5b,7,"1,2,3,5,8,14,16",6,590.569,7660.26,1,ok,,6,331.516
18a.sql,ac6dd694,7,"1,2,4,8,9,16,18",6,601.403,819.62,1,ok,,6,601.403
18b.sql,55f49436,7,"1,4,5,6,8,9,16",6,410.184,1932.61,1,ok,,6,601.403
18c.sql,87536ac0,7,"1,4,6,8,9,10,16",6,389.597,34267.21,,timeout,INTERRUPT Error: Interrupted!,6,601.403
19a.sql,a31dcfb5,10,"1,2,4,5,6,8,9,10,16,18",9,717.714,7984.79,1,ok,,9,655.805
19b.sql,f65b693e,10,"1,2,4,5,6,8,9,10,16,18",9,717.714,35452.83,,timeout,INTERRUPT Error: Interrupted!,9,655.805
19c.sql,ddc3b896,10,"1,2,4,5,6,7,8,10,12,16",9,729.897,35468.56,,timeout,INTERRUPT Error: Interrupted!,9,655.805
19d.sql,85699a2b,10,"1,2,4,5,6,7,8,10,12,16",9,729.897,1236.74,1,ok,,9,655.805
