query_id,query_hash,num_permanent_tables_accessed,read_table_ids,num_joins,mbytes_scanned,execution_duration_ms,rows_returned,status,error_msg,source_num_joins,source_mbytes_scanned
1a.sql,9692fcb2,5,"7,8,9,12,21",4,64.603,122.52,1,ok,,4,62.253
1b.sql,38cb038a,5,"6,7,8,9,16",4,136.345,1.3,1,ok,,4,62.253
1c.sql,5858ce6f,5,"2,7,8,9,16",4,358.968,235.31,1,ok,,4,62.253
1d.sql,ed13c3ca,5,"7,8,9,16,21",4,62.253,94.7,1,ok,,4,62.253
20a.sql,9fbd13f5,10,"1,3,4,6,8,11,13,14,19,20",9,388.347,34939.16,,timeout,INTERRUPT Error: Interrupted!,9,340.237
20b.sql,11b59a2a,10,"1,2,3,4,5,6,8,10,13,16",9,720.786,16143.14,1,ok,,9,340.237
20c.sql,aaab8a56,10,"1,3,4,5,6,8,10,13,15,20",9,424.191,347.69,1,ok,,9,340.237
21a.sql,b87bd6cb,9,"1,2,4,6,7,8,12,16,21",8,687.678,1.51,1,ok,,8,365.042
21b.sql,acb964b5,9,"2,3,7,8,12,14,15,17,21",8,365.042,123.54,1,ok,,8,365.042
21c.sql,86201ed8,9,"1,2,3,4,6,8,9,14,16",8,690.14,9.61,1,ok,,8,365.042
22a.sql,986af6e4,11,"1,2,3,4,5,6,8,9,14,16,19",10,721.543,36462.64,,timeout,INTERRUPT Error: Interrupted!,10,375.963
22b.sql,5dd32397,11,"1,2,3,7,8,9,11,14,16,19,21",10,596.501,36092.32,,timeout,INTERRUPT Error: Interrupted!,10,375.963
22c.sql,4973adf3,11,"2,3,7,8,9,11,12,14,16,19,21",10,381.385,36722.75,,timeout,INTERRUPT Error: Interrupted!,10,375.963
22d.sql,96653853,11,"1,2,4,6,8,9,10,11,16,18,19",10,691.733,47.28,1,ok,,10,375.963
23a.sql,e7555d51,11,"1,2,4,7,8,10,11,13,19,20,21",10,628.014,5354.2,1,ok,,10,365.463
23b.sql,10fcaf53,11,"2,3,7,8,9,12,13,14,16,20,21",10,376.503,3135.31,1,ok,,10,365.463
23c.sql,464cf138,11,"1,2,4,6,8,9,10,11,15,16,19",10,691.853,36732.47,,timeout,INTERRUPT Error: Interrupted!,10,365.463
24a.sql,c29a0f6c,12,"1,3,4,5,6,7,8,10,12,14,16,18",11,447.828,1872.99,1,ok,,11,670.451
24b.sql,62c816a6,12,"1,2,4,5,6,7,8,10,12,13,16,18",11,730.437,30167.44,,timeout,INTERRUPT Error: Interrupted!,11,670.451
25a.sql,d1de0acf,9,"1,3,4,5,6,8,9,14,16",8,424.829,3005.55,1,ok,,8,616.048
25b.sql,5c46c3ff,9,"1,2,3,4,6,8,9,14,16",8,690.14,35494.57,,timeout,INTERRUPT Error: Interrupted!,8,616.048
25c.sql,f2b73d5b,9,"1,2,3,4,6,8,9,10,16",8,699.883,35416.25,,timeout,INTERRUPT Error: Interrupted!,8,616.048
26a.sql,b210fec4,12,"1,2,3,4,5,6,8,9,11,14,16,19",11,726.965,35716.66,,timeout,INTERRUPT Error: Interrupted!,11,351.278
26b.sql,aebc6d3a,12,"1,2,3,4,6,8,9,10,11,14,16,19",11,706.378,35706.71,,timeout,INTERRUPT Error: Interrupted!,11,351.278
26c.sql,4b472ca6,12,"1,2,4,5,6,7,8,9,10,11,16,19",11,744.009,36246.36,,timeout,INTERRUPT Error: Interrupted!,11,351.278
27a.sql,4aaa5750,12,"1,2,3,4,6,7,8,12,14,15,16,17",11,702.443,4.55,1,ok,,11,365.583
27b.sql,e49d252e,12,"2,3,6,7,8,9,12,14,15,16,17,21",11,450.175,36299.99,,timeout,INTERRUPT Error: Interrupted!,11,365.583
27c.sql,d88071c6,12,"1,2,3,7,8,12,13,14,15,17,20,21",11,583.049,263.91,1,ok,,11,365.583
28a.sql,20b94c84,14,"1,2,4,6,7,8,9,11,12,13,16,19,20,21",13,704.68,7.25,1,ok,,13,376.503
28b.sql,efbc6bb1,14,"1,2,3,4,5,6,8,9,10,11,14,16,18,19",13,737.782,5.92,1,ok,,13,376.503
28c.sql,b185d4c3,14,"1,2,4,5,6,7,8,9,10,12,13,16,18,20",13,741.478,6.06,1,ok,,13,376.503
29a.sql,311fa67d,17,"1,2,3,4,5,6,7,8,9,10,13,14,15,16,17,18,20",16,753.893,1899.16,1,ok,,16,745.083
29b.sql,e2059c09,17,"1,3,4,5,6,7,8,9,10,11,12,13,14,16,18,19,21",16,464.831,35216.31,,timeout,INTERRUPT Error: Interrupted!,16,745.083
29c.sql,1c627bbe,17,"1,2,3,4,5,6,7,8,9,10,12,13,14,16,18,20,21",16,756.123,36420.72,,timeout,INTERRUPT Error: Interrupted!,16,745.083
2a.sql,93db1678,5,"3,7,8,12,14",4,68.208,110.53,1,ok,,4,68.208
2b.sql,646227b3,5,"2,3,8,14,16",4,341.7,188.65,1,ok,,4,68.208
2c.sql,116933fc,5,"3,7,8,12,21",4,67.135,132.75,1,ok,,4,68.208
2d.sql,e09ce938,5,"3,7,8,12,14",4,68.208,87.83,1,ok,,4,68.208
30a.sql,8e60ca51,12,"1,2,3,4,5,6,8,9,10,13,14,16",11,732.9,11218.26,1,ok,,11,616.589
30b.sql,1a6a0fb1,12,"1,2,4,5,6,8,9,10,13,16,18,20",11,718.255,398.05,1,ok,,11,616.589
30c.sql,014a2d1c,12,"1,2,4,5,6,8,9,10,13,16,18,20",11,718.255,237.05,1,ok,,11,616.589
31a.sql,a9dacb50,11,"1,2,4,5,6,7,8,9,12,16,18",10,730.121,34775.82,,timeout,INTERRUPT Error: Interrupted!,10,639.271
31b.sql,c91bde9b,11,"1,3,4,5,6,8,9,10,11,16,19",10,439.994,542.79,1,ok,,10,639.271
31c.sql,fd1339b9,11,"1,2,4,5,6,8,9,10,13,16,20",10,718.255,218.37,1,ok,,10,639.271
32a.sql,ac4f76e2,6,"3,8,13,15,17,20",5,44.572,17.84,1,ok,,5,45.105
32b.sql,633db6e7,6,"3,8,11,15,17,19",5,49.454,18.44,1,ok,,5,45.105
33a.sql,31df6b0b,14,"2,3,7,8,9,12,13,14,15,16,17,19,20,21",13,376.623,67.1,1,ok,,13,64.723
33b.sql,581d6ebe,14,"2,4,6,7,8,9,10,11,12,15,16,17,19,21",13,497.61,30933.72,,timeout,INTERRUPT Error: Interrupted!,13,64.723
33c.sql,ac839088,14,"1,3,7,8,9,11,12,13,14,15,17,19,20,21",13,302.797,39.41,1,ok,,13,64.723
3a.sql,35e8beba,4,"2,3,8,14",3,341.699,120.09,1,ok,,3,341.699
3b.sql,2eed9b47,4,"2,8,9,16",3,338.095,124.79,1,ok,,3,341.699
3c.sql,33b1b67b,4,"2,3,8,14",3,341.699,241.92,1,ok,,3,341.699
4a.sql,dc8ab2b4,5,"3,6,8,9,16",4,129.044,2.0,1,ok,,4,56.026
4b.sql,8be0e67e,5,"3,8,9,14,16",4,56.026,63.51,1,ok,,4,56.026
4c.sql,6d6ab9ef,5,"3,8,9,14,16",4,56.026,57.92,1,ok,,4,56.026
5a.sql,b4ed814e,5,"2,4,6,10,16",4,427.465,1.2,1,ok,,4,347.928
5b.sql,442c6c55,5,"2,7,8,9,16",4,358.968,258.76,1,ok,,4,347.928
5c.sql,16b95648,5,"1,2,4,6,16",4,634.115,1289.24,1,ok,,4,347.928
6a.sql,df20cbac,5,"1,4,5,6,18",4,368.803,2203.21,1,ok,,4,308.293
6b.sql,d7cb4dd1,5,"1,3,4,8,14",4,308.293,254.38,1,ok,,4,308.293
6c.sql,0d4f7269,5,"1,2,4,6,16",4,634.115,291.59,1,ok,,4,308.293
6d.sql,3e8ec418,5,"1,3,7,8,14",4,283.324,347.19,1,ok,,4,308.293
6e.sql,180272b1,5,"1,3,4,8,14",4,308.293,914.68,1,ok,,4,308.293
6f.sql,410cf058,5,"1,8,13,15,17",4,248.466,55.36,1,ok,,4,308.293
7a.sql,90230c9f,8,"1,3,8,11,15,17,18,19",7,266.92,114.94,1,ok,,7,378.676
7b.sql,ffc2bf47,8,"1,3,4,5,8,14,15,18",7,339.817,185.73,1,ok,,7,378.676
7c.sql,51747e3a,8,"1,4,5,8,11,15,17,19",7,330.594,77.2,1,ok,,7,378.676
8a.sql,089c8089,7,"1,5,7,8,9,12,18",6,313.473,152.91,1,ok,,6,327.687
8b.sql,20ea2c49,7,"1,2,4,6,10,16,18",6,644.931,273.47,1,ok,,6,327.687
8c.sql,739431b6,7,"1,4,5,6,8,10,18",6,409.959,36977.95,,timeout,INTERRUPT Error: Interrupted!,6,327.687
8d.sql,52fc4c1e,7,"1,4,7,8,10,12,18",6,327.687,309.56,1,ok,,6,327.687
9a.sql,596a15b3,8,"1,4,6,7,8,9,12,16",7,402.003,887.28,1,ok,,7,359.091
9b.sql,0c7c3f11,8,"1,4,6,7,8,11,12,18",7,396.385,34616.2,,timeout,INTERRUPT Error: Interrupted!,7,359.091
9c.sql,11d4d313,8,"1,4,6,8,9,10,11,16",7,395.019,783.96,1,ok,,7,359.091
9d.sql,edbaf28f,8,"1,4,5,6,8,9,10,16",7,421.0,37050.12,,timeout,INTERRUPT Error: Interrupted!,7,359.091
fkindexes.sql,0d71e655,1,1,0,217.466,7.28,1,ok,,0,0.0
schema.sql,01193d6b,1,1,0,217.466,69.6,1,ok,,0,0.0
