query_file,query_hash,join_count,read_tables,n_tables,bytes_read,runtime_ms,rows_returned,status,error_msg,src_join_count,src_bytes_read
6b.sql,44c695f4,4,role_type|name|person_info|title|cast_info,5,367739833,1102.11,377436,ok,,4,308293359
6c.sql,5bdc6227,4,name|aka_name|role_type|title|cast_info,5,304464349,3094.51,3641788,ok,,4,308293359
6d.sql,b99ffb0d,4,char_name|name|person_info|title|cast_info,5,399143199,1147.89,773395,ok,,4,308293359
6e.sql,0797a08f,4,name|aka_name|title|movie_info|cast_info,5,601178725,3043.35,1075651,ok,,4,308293359
6f.sql,178bef0a,4,role_type|name|aka_name|char_name|cast_info,5,305527995,58.37,46,ok,,4,308293359
7a.sql,75115ab9,7,name|person_info|cast_info|role_type|char_name|title|info_type|aka_name,8,409959678,1375.11,0,ok,,7,378676288
7b.sql,ff049d39,7,name|cast_info|title|movie_keyword|movie_link|keyword|movie_info|aka_name,8,615943863,7527.59,11470,ok,,7,378676288
7c.sql,e365b3fb,7,name|person_info|cast_info|info_type|title|movie_info_idx|movie_info|aka_name,8,686310944,32253.22,,timeout,INTERRUPT Error: Interrupted!,7,378676288
8a.sql,e740178f,6,name|cast_info|char_name|person_info|info_type|role_type|aka_name,7,379619934,6784.24,53346,ok,,6,327687351
8b.sql,4f62a2af,6,name|person_info|cast_info|role_type|title|movie_info_idx|aka_name,7,389596229,18847.79,24022,ok,,6,327687351
8c.sql,cc5bb632,6,name|person_info|cast_info|char_name|title|complete_cast|aka_name,7,410499659,1580.44,1,ok,,6,327687351
8d.sql,0c91be83,6,name|person_info|cast_info|role_type|title|movie_info_idx|aka_name,7,389596229,103.98,1,ok,,6,327687351
9a.sql,21e4482f,7,name|cast_info|title|movie_link|movie_info|link_type|movie_info_idx|aka_name,8,612339029,659.15,12885,ok,,7,359090741
9b.sql,1e973933,7,name|person_info|cast_info|title|movie_keyword|role_type|keyword|aka_name,8,393201099,6094.14,5265,ok,,7,359090741
9c.sql,c4c6e3cd,7,name|cast_info|title|movie_info_idx|info_type|role_type|kind_type|aka_name,8,315504982,4598.49,367781,ok,,7,359090741
9d.sql,a717d884,7,name|person_info|info_type|movie_info|movie_info_idx|title|aka_title|aka_name,8,474266960,4.84,0,ok,,7,359090741
fkindexes.sql,bf9a89b7,0,aka_name,1,10816116,73.9,45068,ok,,0,0
schema.sql,5483d771,0,aka_name,1,10816116,58.08,45068,ok,,0,0
