experiment,query_file,cpu_time_ms_T,cpu_time_ms_Tprime,q_error_cpu_time,bytes_scanned_T,bytes_scanned_Tprime,q_error_bytes_scanned
imdb_to_tpch,24a.sql,1374.07,124.66,11.023,670450630.0,139572015.0,4.804
imdb_to_tpch,24b.sql,376.6,93.98,4.007,670450630.0,139572015.0,4.804
imdb_to_tpch,25a.sql,1366.11,85.52,15.974,616048378.0,139572015.0,4.414
imdb_to_tpch,25b.sql,336.08,92.27,3.642,616048378.0,139572015.0,4.414
imdb_to_tpch,25c.sql,1509.64,84.27,17.914,616048378.0,139572015.0,4.414
imdb_to_tpch,26a.sql,835.5,106.44,7.849,351277734.0,139572015.0,2.517
imdb_to_tpch,26b.sql,330.95,92.07,3.595,351277734.0,139572015.0,2.517
imdb_to_tpch,26c.sql,956.42,108.05,8.852,351277734.0,139572015.0,2.517
imdb_to_tpch,27a.sql,102.37,89.48,1.144,365582680.0,139572015.0,2.619
imdb_to_tpch,27b.sql,79.19,115.58,1.46,365582680.0,139572015.0,2.619
imdb_to_tpch,27c.sql,77.21,123.97,1.606,365582680.0,139572015.0,2.619
imdb_to_tpch,28a.sql,1963.96,127.24,15.435,376503289.0,139572015.0,2.698
imdb_to_tpch,28b.sql,803.85,136.3,5.898,376503289.0,139572015.0,2.698
imdb_to_tpch,28c.sql,1108.3,125.88,8.804,376503289.0,139572015.0,2.698
imdb_to_tpch,29a.sql,356.04,107.03,3.327,745082582.0,139572015.0,5.338
imdb_to_tpch,29b.sql,383.37,106.55,3.598,745082582.0,139572015.0,5.338
imdb_to_tpch,29c.sql,582.55,95.04,6.13,745082582.0,139572015.0,5.338
imdb_to_tpch,30a.sql,1863.72,106.65,17.475,616588730.0,139572015.0,4.418
imdb_to_tpch,30b.sql,688.06,119.63,5.752,616588730.0,139572015.0,4.418
imdb_to_tpch,30c.sql,1702.72,92.68,18.372,616588730.0,139572015.0,4.418
imdb_to_tpch,31a.sql,1661.35,109.08,15.231,639271380.0,139572015.0,4.58
imdb_to_tpch,31b.sql,930.73,93.38,9.967,639271380.0,139572015.0,4.58
imdb_to_tpch,31c.sql,1209.59,92.4,13.091,639271380.0,139572015.0,4.58
imdb_to_tpch,33a.sql,122.45,18.35,6.673,64723403.0,139572015.0,2.156
imdb_to_tpch,3a.sql,595.51,86.57,6.879,341699294.0,129821870.0,2.632
imdb_to_tpch,3b.sql,362.89,76.3,4.756,341699294.0,134271870.0,2.545
imdb_to_tpch,3c.sql,961.78,22.81,42.165,341699294.0,19200145.0,17.797
imdb_to_tpch,5a.sql,258.35,94.09,2.746,347927523.0,127371995.0,2.732
imdb_to_tpch,5b.sql,491.79,84.33,5.832,347927523.0,127371995.0,2.732
imdb_to_tpch,5c.sql,493.3,63.96,7.713,347927523.0,124672015.0,2.791
imdb_to_tpch,6a.sql,807.82,76.05,10.622,308293359.0,139421870.0,2.211
imdb_to_tpch,6b.sql,544.83,91.17,5.976,308293359.0,136871870.0,2.252
imdb_to_tpch,6c.sql,839.96,64.6,13.002,308293359.0,120371995.0,2.561
imdb_to_tpch,6d.sql,967.58,63.97,15.126,308293359.0,120371995.0,2.561
imdb_to_tpch,6e.sql,915.82,86.9,10.539,308293359.0,136871870.0,2.252
imdb_to_tpch,6f.sql,2671.84,68.14,39.211,308293359.0,120371995.0,2.561
imdb_to_tpch,7a.sql,166.32,105.19,1.581,378676288.0,139572015.0,2.713
imdb_to_tpch,7b.sql,92.06,105.67,1.148,378676288.0,139572015.0,2.713
imdb_to_tpch,7c.sql,5048.98,89.92,56.15,378676288.0,139572015.0,2.713
imdb_to_tpch,8a.sql,266.82,88.58,3.012,327687351.0,136872015.0,2.394
imdb_to_tpch,8b.sql,398.75,96.47,4.133,327687351.0,136872015.0,2.394
imdb_to_tpch,8c.sql,2796.47,6210.67,2.221,327687351.0,123072015.0,2.663
imdb_to_tpch,8d.sql,598.03,104.01,5.75,327687351.0,139571995.0,2.348
imdb_to_tpch,9a.sql,589.2,131.55,4.479,359090741.0,139572015.0,2.573
imdb_to_tpch,9b.sql,349.28,94.57,3.693,359090741.0,139572015.0,2.573
imdb_to_tpch,9c.sql,541.57,103.46,5.235,359090741.0,139572015.0,2.573
imdb_to_tpch,9d.sql,1929.6,106.72,18.081,359090741.0,139572015.0,2.573
tpcds_to_imdb,q01.sql,107.02,94.42,1.133,4048606.0,119934001.0,29.624
tpcds_to_imdb,q02.sql,214.93,6074.53,28.263,1492980.0,723136452.0,484.358
tpcds_to_imdb,q03.sql,72.69,51.96,1.399,39356232.0,327594488.0,8.324
tpcds_to_imdb,q04.sql,803.51,721.16,1.114,40506232.0,544520208.0,13.443
tpcds_to_imdb,q06.sql,70.53,108.43,1.537,41706232.0,332476577.0,7.972
tpcds_to_imdb,q07.sql,180.18,177.99,1.012,50890032.0,333016582.0,6.544
tpcds_to_imdb,q08.sql,371.12,1.47,252.463,38906712.0,438505136.0,11.271
tpcds_to_imdb,q09.sql,278.29,54.28,5.127,37445252.0,296714400.0,7.924
tpcds_to_imdb,q10.sql,115.61,124.03,1.073,13874800.0,340625934.0,24.55
tpcds_to_imdb,q11.sql,469.35,219.46,2.139,40506232.0,338094424.0,8.347
tpcds_to_imdb,q12.sql,37.57,842.91,22.436,11982356.0,279209198.0,23.302
tpcds_to_imdb,q13.sql,160.13,28.33,5.652,51210312.0,338214787.0,6.604
tpcds_to_imdb,q14.sql,663.12,188.44,3.519,1918980.0,309886419.0,161.485
tpcds_to_imdb,q15.sql,60.24,1.49,40.43,23992652.0,130974620.0,5.459
tpcds_to_imdb,q16.sql,93.59,226.64,2.422,22400652.0,348216181.0,15.545
tpcds_to_imdb,q17.sql,78.64,115.18,1.465,62126010.0,361858117.0,5.825
tpcds_to_imdb,q18.sql,131.47,441.2,3.356,35967452.0,364389288.0,10.131
tpcds_to_imdb,q19.sql,55.9,100.07,1.79,41706712.0,348467536.0,8.355
tpcds_to_imdb,q20.sql,32.9,235.0,7.143,22092652.0,130750117.0,5.918
tpcds_to_imdb,q21.sql,21.92,514.01,23.449,1927080.0,325877709.0,169.104
tpcds_to_imdb,q22.sql,764.79,147.01,5.202,37145980.0,247805832.0,6.671
tpcds_to_imdb,q24.sql,83.07,69.14,1.201,42833358.0,333016915.0,7.775
tpcds_to_imdb,q25.sql,41.88,4.43,9.454,62126010.0,706674054.0,11.375
tpcds_to_imdb,q26.sql,84.19,76.08,1.107,33626452.0,56565518.0,1.682
tpcds_to_imdb,q27.sql,162.89,86.78,1.877,50881512.0,338635107.0,6.655
tpcds_to_imdb,q28.sql,324.37,1389.7,4.284,8000.0,248869478.0,31108.685
tpcds_to_imdb,q29.sql,86.25,4.37,19.737,62126010.0,706674054.0,11.375
tpcds_to_imdb,q30.sql,73.4,190.52,2.596,2856847.0,274124581.0,95.954
tpcds_to_imdb,q31.sql,176.11,18.35,9.597,39656232.0,327174132.0,8.25
tpcds_to_imdb,q32.sql,23.02,212.55,9.233,22092652.0,130750117.0,5.918
tpcds_to_imdb,q33.sql,59.63,1.22,48.877,40106232.0,401146083.0,10.002
tpcds_to_imdb,q34.sql,65.34,2.41,27.112,1506260.0,359256800.0,238.509
tpcds_to_imdb,q35.sql,190.35,45.9,4.147,13874800.0,44984894.0,3.242
tpcds_to_imdb,q36.sql,204.59,147.13,1.391,39356712.0,327594827.0,8.324
tpcds_to_imdb,q37.sql,17.59,322.12,18.313,57327652.0,274124605.0,4.782
tpcds_to_imdb,q38.sql,180.42,78.67,2.293,3076980.0,53562768.0,17.408
tpcds_to_imdb,q39.sql,101.06,731.57,7.239,1951080.0,675811016.0,346.378
tpcds_to_imdb,q40.sql,36.98,545.04,14.739,21478275.0,263308465.0,12.259
tpcds_to_imdb,q41.sql,20.23,0.83,24.373,450000.0,540344.0,1.201
tpcds_to_imdb,q42.sql,22.72,150.27,6.614,39356232.0,327594488.0,8.324
tpcds_to_imdb,q43.sql,77.79,263.02,3.381,38906712.0,327054158.0,8.406
tpcds_to_imdb,q44.sql,103.83,609.29,5.868,8000.0,248869454.0,31108.682
tpcds_to_imdb,q45.sql,45.71,179.5,3.927,14332356.0,279749550.0,19.519
tpcds_to_imdb,q46.sql,124.88,1.37,91.153,2264260.0,481027610.0,212.444
tpcds_to_imdb,q47.sql,388.78,468.93,1.206,39356712.0,338094763.0,8.591
tpcds_to_imdb,q48.sql,152.03,2.08,73.091,51181512.0,412186363.0,8.053
tpcds_to_imdb,q49.sql,70.96,25.89,2.741,4562096.0,704139934.0,154.346
tpcds_to_imdb,q50.sql,84.67,1.1,76.973,41494338.0,427464856.0,10.302
tpcds_to_imdb,q51.sql,930.88,1358.42,1.459,11540356.0,248869478.0,21.565
tpcds_to_imdb,q52.sql,48.84,1.08,45.222,39356232.0,307755019.0,7.82
tpcds_to_imdb,q53.sql,54.25,462.93,8.533,38922712.0,458028764.0,11.768
tpcds_to_imdb,q54.sql,73.1,143.52,1.963,3542980.0,353280265.0,99.713
tpcds_to_imdb,q55.sql,34.06,1.71,19.918,39356232.0,307755019.0,7.82
tpcds_to_imdb,q56.sql,67.92,1.14,59.579,40106232.0,401146083.0,10.002
tpcds_to_imdb,q57.sql,186.09,350.91,1.886,22100652.0,348216181.0,15.756
tpcds_to_imdb,q58.sql,60.57,1.04,58.24,39356232.0,370806339.0,9.422
tpcds_to_imdb,q59.sql,257.35,465.13,1.807,38906232.0,327054144.0,8.406
tpcds_to_imdb,q60.sql,58.29,498.35,8.549,40106232.0,338094763.0,8.43
tpcds_to_imdb,q61.sql,51.18,89.46,1.748,4270460.0,71820364.0,16.818
tpcds_to_imdb,q62.sql,39.37,1228.32,31.199,11533416.0,341289833.0,29.591
tpcds_to_imdb,q63.sql,43.19,121.58,2.815,38922712.0,458028764.0,11.768
tpcds_to_imdb,q64.sql,249.0,109.15,2.281,21478275.0,56658517.0,2.638
tpcds_to_imdb,q65.sql,150.07,3.91,38.381,1935460.0,390660190.0,201.844
tpcds_to_imdb,q66.sql,79.7,11.15,7.148,2043640.0,761664988.0,372.7
tpcds_to_imdb,q67.sql,2782.33,4503.76,1.619,72000.0,433182680.0,6016.426
tpcds_to_imdb,q68.sql,203.71,882.18,4.331,2264260.0,410079702.0,181.11
tpcds_to_imdb,q69.sql,194.66,253.85,1.304,13874800.0,261377598.0,18.838
tpcds_to_imdb,q70.sql,267.0,131.37,2.032,38906712.0,338094424.0,8.69
tpcds_to_imdb,q71.sql,113.35,761.87,6.721,1934980.0,348216544.0,179.959
tpcds_to_imdb,q72.sql,229.76,160.65,1.43,70186955.0,361966447.0,5.157
tpcds_to_imdb,q73.sql,116.86,277.61,2.376,1506260.0,348216544.0,231.18
tpcds_to_imdb,q74.sql,775.8,206.23,3.762,40506232.0,327054483.0,8.074
tpcds_to_imdb,q75.sql,477.77,2.49,191.876,6489076.0,758241650.0,116.849
tpcds_to_imdb,q76.sql,96.49,223.6,2.317,1942980.0,410499683.0,211.273
tpcds_to_imdb,q77.sql,76.95,192.73,2.505,38922712.0,544640232.0,13.993
tpcds_to_imdb,q78.sql,695.5,1291.34,1.857,16078452.0,426422014.0,26.521
tpcds_to_imdb,q79.sql,118.79,1.31,90.679,1506260.0,172250504.0,114.356
tpcds_to_imdb,q80.sql,134.04,80.18,1.672,41975348.0,332476238.0,7.921
tpcds_to_imdb,q81.sql,96.34,89.06,1.082,3507583.0,62253056.0,17.748
tpcds_to_imdb,q82.sql,24.26,135.77,5.596,74591232.0,274124605.0,3.675
tpcds_to_imdb,q83.sql,27.2,164.06,6.032,4498606.0,130750117.0,29.065
tpcds_to_imdb,q84.sql,45.26,18.97,2.386,16491286.0,64904598.0,3.936
tpcds_to_imdb,q85.sql,121.63,118.19,1.029,24454203.0,82320639.0,3.366
tpcds_to_imdb,q86.sql,60.29,897.17,14.881,11982356.0,294711855.0,24.595
tpcds_to_imdb,q87.sql,279.33,1.59,175.679,3076980.0,412186363.0,133.958
tpcds_to_imdb,q88.sql,266.36,132.78,2.006,547680.0,338094763.0,617.322
tpcds_to_imdb,q89.sql,137.46,1.7,80.859,38962712.0,744129472.0,19.099
tpcds_to_imdb,q90.sql,35.9,1.1,32.636,548100.0,130974620.0,238.961
tpcds_to_imdb,q91.sql,89.66,22.9,3.915,16669183.0,67254568.0,4.035
tpcds_to_imdb,q92.sql,62.49,654.09,10.467,11982356.0,279209198.0,23.302
tpcds_to_imdb,q93.sql,253.13,1.83,138.322,2611626.0,141790736.0,54.292
tpcds_to_imdb,q94.sql,50.02,1366.99,27.329,12283256.0,305527971.0,24.874
tpcds_to_imdb,q95.sql,967.97,223.36,4.334,10071376.0,248869454.0,24.711
tpcds_to_imdb,q96.sql,48.9,293.12,5.994,37992932.0,347927184.0,9.158
tpcds_to_imdb,q97.sql,351.48,299.48,1.174,38914232.0,544520208.0,13.993
tpcds_to_imdb,q98.sql,154.5,23.71,6.516,39356232.0,327174132.0,8.313
tpcds_to_imdb,q99.sql,153.75,5439.44,35.378,21650812.0,423755608.0,19.572
tpcds_to_tpcds,q01.sql,131.05,5.3,24.726,4048606.0,4048606.0,1.0
tpcds_to_tpcds,q03.sql,93.59,52.48,1.783,39356232.0,38413652.0,1.025
tpcds_to_tpcds,q04.sql,1165.47,5.86,198.886,40506232.0,59087904.0,1.459
tpcds_to_tpcds,q06.sql,91.38,131.91,1.444,41706232.0,49575628.0,1.189
tpcds_to_tpcds,q07.sql,275.78,100.62,2.741,50890032.0,51665919.0,1.015
tpcds_to_tpcds,q08.sql,404.25,15.28,26.456,38906712.0,62426010.0,1.605
tpcds_to_tpcds,q09.sql,273.48,26.91,10.163,37445252.0,37445252.0,1.0
tpcds_to_tpcds,q10.sql,100.22,31.49,3.183,13874800.0,23196176.0,1.672
tpcds_to_tpcds,q11.sql,612.56,38.32,15.985,40506232.0,38413652.0,1.054
tpcds_to_tpcds,q12.sql,43.99,371.39,8.443,11982356.0,45756376.0,3.819
tpcds_to_tpcds,q14.sql,750.76,49.58,15.142,1918980.0,73650330.0,38.38
tpcds_to_tpcds,q15.sql,57.21,79.45,1.389,23992652.0,33952339.0,1.415
tpcds_to_tpcds,q16.sql,77.09,224.57,2.913,22400652.0,32464028.0,1.449
tpcds_to_tpcds,q18.sql,130.76,56.35,2.32,35967452.0,48176454.0,1.339
tpcds_to_tpcds,q19.sql,63.27,57.37,1.103,41706712.0,94773004.0,2.272
tpcds_to_tpcds,q20.sql,29.12,5.55,5.247,22092652.0,59087904.0,2.675
tpcds_to_tpcds,q21.sql,32.14,112.52,3.501,1927080.0,63862749.0,33.14
tpcds_to_tpcds,q22.sql,751.85,360.27,2.087,37145980.0,36330867.0,1.022
tpcds_to_tpcds,q23.sql,1057.92,10.59,99.898,38906232.0,52624211.0,1.353
tpcds_to_tpcds,q24.sql,81.13,153.72,1.895,42833358.0,43844338.0,1.024
tpcds_to_tpcds,q25.sql,41.43,11.77,3.52,62126010.0,63754810.0,1.026
tpcds_to_tpcds,q26.sql,89.58,25.86,3.464,33626452.0,23647076.0,1.422
tpcds_to_tpcds,q28.sql,278.27,3.67,75.823,8000.0,36696080.0,4587.01
tpcds_to_tpcds,q30.sql,80.72,8.22,9.82,2856847.0,2556847.0,1.117
tpcds_to_tpcds,q31.sql,180.42,88.87,2.03,39656232.0,58376924.0,1.472
tpcds_to_tpcds,q32.sql,33.92,47.31,1.395,22092652.0,22288519.0,1.009
tpcds_to_tpcds,q33.sql,57.14,92.9,1.626,40106232.0,59070228.0,1.473
tpcds_to_tpcds,q34.sql,67.03,8.92,7.515,1506260.0,6323753.0,4.198
tpcds_to_tpcds,q35.sql,224.5,20.02,11.214,13874800.0,13874800.0,1.0
tpcds_to_tpcds,q36.sql,259.19,4.5,57.598,39356712.0,49006408.0,1.245
tpcds_to_tpcds,q37.sql,21.29,2140.82,100.555,57327652.0,57327652.0,1.0
tpcds_to_tpcds,q38.sql,189.81,7.32,25.93,3076980.0,25185122.0,8.185
tpcds_to_tpcds,q39.sql,127.2,1866.67,14.675,1951080.0,96828607.0,49.628
tpcds_to_tpcds,q40.sql,37.74,16.97,2.224,21478275.0,20631672.0,1.041
tpcds_to_tpcds,q41.sql,20.86,2.61,7.992,450000.0,450000.0,1.0
tpcds_to_tpcds,q42.sql,33.0,76.85,2.329,39356232.0,58076924.0,1.476
tpcds_to_tpcds,q43.sql,108.77,35.05,3.103,38906712.0,37992452.0,1.024
tpcds_to_tpcds,q44.sql,118.11,39.1,3.021,8000.0,36695980.0,4586.998
tpcds_to_tpcds,q45.sql,61.52,70.65,1.148,14332356.0,50316628.0,3.511
tpcds_to_tpcds,q46.sql,161.31,42.08,3.833,2264260.0,63213367.0,27.918
tpcds_to_tpcds,q47.sql,494.68,88.9,5.564,39356712.0,40483358.0,1.029
tpcds_to_tpcds,q48.sql,131.99,1095.04,8.296,51181512.0,71362704.0,1.394
tpcds_to_tpcds,q49.sql,78.17,34.06,2.295,4562096.0,66537701.0,14.585
tpcds_to_tpcds,q50.sql,84.94,5.38,15.788,41494338.0,42790941.0,1.031
tpcds_to_tpcds,q51.sql,803.37,3.69,217.715,11540356.0,11533256.0,1.001
tpcds_to_tpcds,q52.sql,37.18,75.54,2.032,39356232.0,50570052.0,1.285
tpcds_to_tpcds,q53.sql,57.42,7.81,7.352,38922712.0,42590205.0,1.094
tpcds_to_tpcds,q54.sql,60.61,7730.19,127.54,3542980.0,97151704.0,27.421
tpcds_to_tpcds,q55.sql,29.93,4.38,6.833,39356232.0,59087904.0,1.501
tpcds_to_tpcds,q56.sql,60.04,7.67,7.828,40106232.0,40952835.0,1.021
tpcds_to_tpcds,q57.sql,279.03,18363.06,65.81,22100652.0,58454298.0,2.645
tpcds_to_tpcds,q58.sql,134.85,43.69,3.087,39356232.0,47966628.0,1.219
tpcds_to_tpcds,q59.sql,306.54,27.36,11.204,38906232.0,37963652.0,1.025
tpcds_to_tpcds,q60.sql,76.58,55.92,1.369,40106232.0,74141332.0,1.849
tpcds_to_tpcds,q61.sql,67.79,66.19,1.024,4270460.0,36652554.0,8.583
tpcds_to_tpcds,q62.sql,50.55,14.22,3.555,11533416.0,36549321.0,3.169
tpcds_to_tpcds,q63.sql,66.56,955.07,14.349,38922712.0,77178958.0,1.983
tpcds_to_tpcds,q64.sql,300.91,16.5,18.237,21478275.0,20631672.0,1.041
tpcds_to_tpcds,q65.sql,215.34,29.42,7.32,1935460.0,53615714.0,27.702
tpcds_to_tpcds,q68.sql,142.99,305.7,2.138,2264260.0,55040381.0,24.308
tpcds_to_tpcds,q69.sql,100.12,26.88,3.725,13874800.0,13874800.0,1.0
tpcds_to_tpcds,q70.sql,123.15,70.19,1.755,38906712.0,49116628.0,1.262
tpcds_to_tpcds,q71.sql,72.63,10.76,6.75,1934980.0,27576881.0,14.252
tpcds_to_tpcds,q72.sql,178.94,152.12,1.176,70186955.0,81970147.0,1.168
tpcds_to_tpcds,q73.sql,58.79,7.18,8.188,1506260.0,43123138.0,28.629
tpcds_to_tpcds,q74.sql,532.17,39.04,13.631,40506232.0,39795252.0,1.018
tpcds_to_tpcds,q76.sql,97.72,113.01,1.156,1942980.0,72947386.0,37.544
tpcds_to_tpcds,q77.sql,62.21,13.51,4.605,38922712.0,41902099.0,1.077
tpcds_to_tpcds,q78.sql,587.22,417.29,1.407,16078452.0,118957186.0,7.399
tpcds_to_tpcds,q79.sql,110.95,29.21,3.798,1506260.0,53194574.0,35.316
tpcds_to_tpcds,q80.sql,191.48,37.78,5.068,41975348.0,39074112.0,1.074
tpcds_to_tpcds,q81.sql,115.1,4.04,28.49,3507583.0,22939255.0,6.54
tpcds_to_tpcds,q82.sql,27.24,4.74,5.747,74591232.0,74591232.0,1.0
tpcds_to_tpcds,q83.sql,29.47,29.13,1.012,4498606.0,15712426.0,3.493
tpcds_to_tpcds,q84.sql,43.29,31.56,1.372,16491286.0,26562602.0,1.611
tpcds_to_tpcds,q85.sql,99.08,71.92,1.378,24454203.0,81069867.0,3.315
tpcds_to_tpcds,q86.sql,49.9,28.17,1.771,11982356.0,14259002.0,1.19
tpcds_to_tpcds,q87.sql,214.55,39.46,5.437,3076980.0,87266032.0,28.361
tpcds_to_tpcds,q88.sql,233.04,74.41,3.132,547680.0,48063828.0,87.759
tpcds_to_tpcds,q89.sql,94.26,178.38,1.892,38962712.0,86747813.0,2.226
tpcds_to_tpcds,q90.sql,22.05,42.57,1.931,548100.0,37992512.0,69.317
tpcds_to_tpcds,q91.sql,51.67,25.7,2.011,16669183.0,27153759.0,1.629
tpcds_to_tpcds,q92.sql,24.83,11.91,2.085,11982356.0,10522276.0,1.139
tpcds_to_tpcds,q93.sql,134.53,102.57,1.312,2611626.0,33319474.0,12.758
tpcds_to_tpcds,q94.sql,50.49,4.96,10.179,12283256.0,31854644.0,2.593
tpcds_to_tpcds,q95.sql,569.93,2.46,231.679,10071376.0,11532356.0,1.145
tpcds_to_tpcds,q97.sql,267.54,36.82,7.266,38914232.0,39074052.0,1.004
tpcds_to_tpcds,q98.sql,107.45,3.17,33.896,39356232.0,39552099.0,1.005
tpcds_to_tpcds,q99.sql,53.13,13.75,3.864,21650812.0,38398257.0,1.774
tpcds_to_tpcds_sizerank,q01.sql,131.05,49.4,2.653,4048606.0,4048606.0,1.0
tpcds_to_tpcds_sizerank,q03.sql,93.59,282.54,3.019,39356232.0,38413652.0,1.025
tpcds_to_tpcds_sizerank,q04.sql,1165.47,36.77,31.696,40506232.0,59087904.0,1.459
tpcds_to_tpcds_sizerank,q06.sql,91.38,240.33,2.63,41706232.0,49575628.0,1.189
tpcds_to_tpcds_sizerank,q07.sql,275.78,111.09,2.482,50890032.0,51665919.0,1.015
tpcds_to_tpcds_sizerank,q08.sql,404.25,47.73,8.47,38906712.0,62426010.0,1.605
tpcds_to_tpcds_sizerank,q09.sql,273.48,25.39,10.771,37445252.0,37445252.0,1.0
tpcds_to_tpcds_sizerank,q10.sql,100.22,33.13,3.025,13874800.0,23196176.0,1.672
tpcds_to_tpcds_sizerank,q11.sql,612.56,47.17,12.986,40506232.0,38413652.0,1.054
tpcds_to_tpcds_sizerank,q12.sql,43.99,492.25,11.19,11982356.0,45756376.0,3.819
tpcds_to_tpcds_sizerank,q14.sql,750.76,123.16,6.096,1918980.0,73650330.0,38.38
tpcds_to_tpcds_sizerank,q15.sql,57.21,228.31,3.991,23992652.0,33952339.0,1.415
tpcds_to_tpcds_sizerank,q16.sql,77.09,262.16,3.401,22400652.0,32464028.0,1.449
tpcds_to_tpcds_sizerank,q18.sql,130.76,90.96,1.438,35967452.0,48176454.0,1.339
tpcds_to_tpcds_sizerank,q19.sql,63.27,60.42,1.047,41706712.0,94773004.0,2.272
tpcds_to_tpcds_sizerank,q20.sql,29.12,4.74,6.143,22092652.0,59087904.0,2.675
tpcds_to_tpcds_sizerank,q21.sql,32.14,146.11,4.546,1927080.0,63862749.0,33.14
tpcds_to_tpcds_sizerank,q22.sql,751.85,350.94,2.142,37145980.0,36330867.0,1.022
tpcds_to_tpcds_sizerank,q23.sql,1057.92,13.59,77.845,38906232.0,52624211.0,1.353
tpcds_to_tpcds_sizerank,q24.sql,81.13,244.3,3.011,42833358.0,43844338.0,1.024
tpcds_to_tpcds_sizerank,q25.sql,41.43,13.39,3.094,62126010.0,63754810.0,1.026
tpcds_to_tpcds_sizerank,q26.sql,89.58,31.89,2.809,33626452.0,23647076.0,1.422
tpcds_to_tpcds_sizerank,q28.sql,278.27,4.29,64.865,8000.0,36696080.0,4587.01
tpcds_to_tpcds_sizerank,q30.sql,80.72,7.59,10.635,2856847.0,2556847.0,1.117
tpcds_to_tpcds_sizerank,q31.sql,180.42,89.3,2.02,39656232.0,58376924.0,1.472
tpcds_to_tpcds_sizerank,q32.sql,33.92,45.15,1.331,22092652.0,22288519.0,1.009
tpcds_to_tpcds_sizerank,q33.sql,57.14,116.84,2.045,40106232.0,59070228.0,1.473
tpcds_to_tpcds_sizerank,q34.sql,67.03,33.07,2.027,1506260.0,6323753.0,4.198
tpcds_to_tpcds_sizerank,q35.sql,224.5,23.85,9.413,13874800.0,13874800.0,1.0
tpcds_to_tpcds_sizerank,q36.sql,259.19,5.05,51.325,39356712.0,49006408.0,1.245
tpcds_to_tpcds_sizerank,q37.sql,21.29,2651.54,124.544,57327652.0,57327652.0,1.0
tpcds_to_tpcds_sizerank,q38.sql,189.81,41.49,4.575,3076980.0,25185122.0,8.185
tpcds_to_tpcds_sizerank,q39.sql,127.2,2172.34,17.078,1951080.0,96828607.0,49.628
tpcds_to_tpcds_sizerank,q40.sql,37.74,55.46,1.47,21478275.0,20631672.0,1.041
tpcds_to_tpcds_sizerank,q41.sql,20.86,2.66,7.842,450000.0,450000.0,1.0
tpcds_to_tpcds_sizerank,q42.sql,33.0,85.11,2.579,39356232.0,58076924.0,1.476
tpcds_to_tpcds_sizerank,q43.sql,108.77,39.92,2.725,38906712.0,37992452.0,1.024
tpcds_to_tpcds_sizerank,q44.sql,118.11,45.47,2.598,8000.0,36695980.0,4586.998
tpcds_to_tpcds_sizerank,q45.sql,61.52,84.19,1.368,14332356.0,50316628.0,3.511
tpcds_to_tpcds_sizerank,q46.sql,161.31,48.75,3.309,2264260.0,63213367.0,27.918
tpcds_to_tpcds_sizerank,q47.sql,494.68,114.79,4.309,39356712.0,40483358.0,1.029
tpcds_to_tpcds_sizerank,q48.sql,131.99,1366.88,10.356,51181512.0,71362704.0,1.394
tpcds_to_tpcds_sizerank,q49.sql,78.17,38.09,2.052,4562096.0,66537701.0,14.585
tpcds_to_tpcds_sizerank,q50.sql,84.94,6.09,13.947,41494338.0,42790941.0,1.031
tpcds_to_tpcds_sizerank,q51.sql,803.37,3.75,214.232,11540356.0,11533256.0,1.001
tpcds_to_tpcds_sizerank,q52.sql,37.18,92.8,2.496,39356232.0,50570052.0,1.285
tpcds_to_tpcds_sizerank,q53.sql,57.42,8.49,6.763,38922712.0,42590205.0,1.094
tpcds_to_tpcds_sizerank,q54.sql,60.61,7396.44,122.033,3542980.0,97151704.0,27.421
tpcds_to_tpcds_sizerank,q55.sql,29.93,5.25,5.701,39356232.0,59087904.0,1.501
tpcds_to_tpcds_sizerank,q56.sql,60.04,9.04,6.642,40106232.0,40952835.0,1.021
tpcds_to_tpcds_sizerank,q57.sql,279.03,22864.2,81.942,22100652.0,58454298.0,2.645
tpcds_to_tpcds_sizerank,q58.sql,134.85,53.45,2.523,39356232.0,47966628.0,1.219
tpcds_to_tpcds_sizerank,q59.sql,306.54,33.08,9.267,38906232.0,37963652.0,1.025
tpcds_to_tpcds_sizerank,q60.sql,76.58,71.75,1.067,40106232.0,74141332.0,1.849
tpcds_to_tpcds_sizerank,q61.sql,67.79,76.82,1.133,4270460.0,36652554.0,8.583
tpcds_to_tpcds_sizerank,q62.sql,50.55,16.16,3.128,11533416.0,36549321.0,3.169
tpcds_to_tpcds_sizerank,q63.sql,66.56,1151.22,17.296,38922712.0,77178958.0,1.983
tpcds_to_tpcds_sizerank,q64.sql,300.91,20.06,15.0,21478275.0,20631672.0,1.041
tpcds_to_tpcds_sizerank,q65.sql,215.34,37.51,5.741,1935460.0,53615714.0,27.702
tpcds_to_tpcds_sizerank,q68.sql,142.99,78.31,1.826,2264260.0,55040381.0,24.308
tpcds_to_tpcds_sizerank,q69.sql,100.12,24.94,4.014,13874800.0,13874800.0,1.0
tpcds_to_tpcds_sizerank,q70.sql,123.15,61.16,2.014,38906712.0,49116628.0,1.262
tpcds_to_tpcds_sizerank,q71.sql,72.63,8.92,8.142,1934980.0,27576881.0,14.252
tpcds_to_tpcds_sizerank,q72.sql,178.94,168.19,1.064,70186955.0,81970147.0,1.168
tpcds_to_tpcds_sizerank,q73.sql,58.79,8.27,7.109,1506260.0,43123138.0,28.629
tpcds_to_tpcds_sizerank,q74.sql,532.17,47.74,11.147,40506232.0,39795252.0,1.018
