query_file,tables_match_exact,jaccard_similarity,W_tables,Wprime_tables,only_in_W,only_in_Wprime,W_n_tables,Wprime_n_tables,W_join_count,gen_status
14c.sql,False,0.364,info_type|keyword|kind_type|movie_info|movie_info_idx|movie_keyword|title,aka_title|complete_cast|info_type|link_type|movie_info|movie_info_idx|movie_link|title,keyword|kind_type|movie_keyword,aka_title|complete_cast|link_type|movie_link,7,8,7,ok
15a.sql,False,0.125,aka_title|company_name|company_type|info_type|keyword|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|comp_cast_type|complete_cast|kind_type|movie_info_idx|movie_link|role_type|title,company_name|company_type|info_type|keyword|movie_companies|movie_info|movie_keyword,cast_info|comp_cast_type|complete_cast|kind_type|movie_info_idx|movie_link|role_type,9,9,8,ok
15b.sql,False,0.385,aka_title|company_name|company_type|info_type|keyword|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|complete_cast|keyword|kind_type|movie_info|movie_keyword|movie_link|title,company_name|company_type|info_type|movie_companies,cast_info|complete_cast|kind_type|movie_link,9,9,8,ok
15c.sql,False,0.286,aka_title|company_name|company_type|info_type|keyword|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|char_name|company_name|complete_cast|kind_type|movie_companies|movie_info_idx|title,company_type|info_type|keyword|movie_info|movie_keyword,cast_info|char_name|complete_cast|kind_type|movie_info_idx,9,9,8,ok
15d.sql,False,0.385,aka_title|company_name|company_type|info_type|keyword|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|title,company_name|company_type|info_type|keyword,cast_info|kind_type|movie_info_idx|movie_link,9,9,8,ok
16a.sql,False,0.455,aka_name|cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|cast_info|info_type|movie_keyword|name|person_info|role_type|title,company_name|keyword|movie_companies,info_type|person_info|role_type,8,8,7,ok
16b.sql,False,0.333,aka_name|cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|cast_info|char_name|info_type|movie_info_idx|name|person_info|title,company_name|keyword|movie_companies|movie_keyword,char_name|info_type|movie_info_idx|person_info,8,8,7,ok
16c.sql,False,0.6,aka_name|cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|cast_info|company_name|info_type|movie_companies|name|person_info|title,keyword|movie_keyword,info_type|person_info,8,8,7,ok
16d.sql,False,0.333,aka_name|cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|aka_title|cast_info|complete_cast|movie_info|name|role_type|title,company_name|keyword|movie_companies|movie_keyword,aka_title|complete_cast|movie_info|role_type,8,8,7,ok
17a.sql,False,0.273,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,cast_info|char_name|info_type|movie_companies|movie_info|movie_info_idx|title,company_name|keyword|movie_keyword|name,char_name|info_type|movie_info|movie_info_idx,7,7,6,ok
17b.sql,False,0.273,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_title|cast_info|char_name|movie_companies|movie_info|movie_link|title,company_name|keyword|movie_keyword|name,aka_title|char_name|movie_info|movie_link,7,7,6,ok
17c.sql,False,0.273,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_title|cast_info|kind_type|movie_companies|movie_link|role_type|title,company_name|keyword|movie_keyword|name,aka_title|kind_type|movie_link|role_type,7,7,6,ok
17d.sql,False,0.4,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|cast_info|char_name|movie_keyword|movie_link|name|title,company_name|keyword|movie_companies,aka_name|char_name|movie_link,7,7,6,ok
17e.sql,False,0.273,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_title|cast_info|char_name|name|person_info|role_type|title,company_name|keyword|movie_companies|movie_keyword,aka_title|char_name|person_info|role_type,7,7,6,ok
17f.sql,False,0.4,cast_info|company_name|keyword|movie_companies|movie_keyword|name|title,aka_name|cast_info|movie_keyword|name|person_info|role_type|title,company_name|keyword|movie_companies,aka_name|person_info|role_type,7,7,6,ok
18a.sql,False,0.3,cast_info|info_type|movie_info|movie_info_idx|name|title,cast_info|keyword|movie_keyword|movie_link|name|role_type|title,info_type|movie_info|movie_info_idx,keyword|movie_keyword|movie_link|role_type,6,7,6,ok
18b.sql,False,0.3,cast_info|info_type|movie_info|movie_info_idx|name|title,cast_info|char_name|movie_companies|name|person_info|role_type|title,info_type|movie_info|movie_info_idx,char_name|movie_companies|person_info|role_type,6,7,6,ok
18c.sql,False,0.444,cast_info|info_type|movie_info|movie_info_idx|name|title,cast_info|char_name|keyword|movie_info|movie_keyword|name|title,info_type|movie_info_idx,char_name|keyword|movie_keyword,6,7,6,ok
19a.sql,False,0.538,aka_name|cast_info|char_name|company_name|info_type|movie_companies|movie_info|name|role_type|title,aka_name|cast_info|char_name|complete_cast|movie_companies|movie_keyword|name|person_info|role_type|title,company_name|info_type|movie_info,complete_cast|movie_keyword|person_info,10,10,9,ok
19b.sql,False,0.429,aka_name|cast_info|char_name|company_name|info_type|movie_companies|movie_info|name|role_type|title,aka_name|aka_title|cast_info|kind_type|movie_info|movie_info_idx|name|person_info|role_type|title,char_name|company_name|info_type|movie_companies,aka_title|kind_type|movie_info_idx|person_info,10,10,9,ok
19c.sql,False,0.538,aka_name|cast_info|char_name|company_name|info_type|movie_companies|movie_info|name|role_type|title,aka_name|cast_info|info_type|kind_type|movie_companies|movie_info_idx|name|person_info|role_type|title,char_name|company_name|movie_info,kind_type|movie_info_idx|person_info,10,10,9,ok
19d.sql,False,0.538,aka_name|cast_info|char_name|company_name|info_type|movie_companies|movie_info|name|role_type|title,aka_name|cast_info|info_type|kind_type|movie_info|movie_keyword|name|person_info|role_type|title,char_name|company_name|movie_companies,kind_type|movie_keyword|person_info,10,10,9,ok
1a.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_name|company_type|movie_companies|movie_link|title,info_type|movie_info_idx,company_name|movie_link,5,5,4,ok
1b.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,cast_info|company_name|company_type|movie_companies|title,info_type|movie_info_idx,cast_info|company_name,5,5,4,ok
1c.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_name|company_type|movie_companies|movie_info|title,info_type|movie_info_idx,company_name|movie_info,5,5,4,ok
1d.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_type|complete_cast|movie_companies|movie_info|title,info_type|movie_info_idx,complete_cast|movie_info,5,5,4,ok
20a.sql,False,0.267,cast_info|char_name|comp_cast_type|complete_cast|keyword|kind_type|movie_keyword|name|title,comp_cast_type|company_type|complete_cast|info_type|movie_companies|movie_info|movie_keyword|movie_link|person_info|title,cast_info|char_name|keyword|kind_type|name,company_type|info_type|movie_companies|movie_info|movie_link|person_info,9,10,9,ok
